page,country,rev_id,population,region,article_quality
Abdulaziz Usman,Nigeria,787402662,206.14,AFRICA,Start
Abdulaziz bin Mohieddin Khoja,Saudi Arabia,787402799,35.041,ASIA,Start
Abdulhussain bin Ali Mirza,Bahrain,787403141,1.465,ASIA,Stub
Konstantin von Kaufman,Russia,787403340,146.733,EUROPE,C
Abdulla Shahid,Maldives,787404087,541.0,ASIA,Start
Abdullah Kassim Hanga,Tanzania,787405667,59.733999999999995,AFRICA,Stub
Ole Wøhlers Olsen,Denmark,787406154,5.829,EUROPE,Stub
Abdullah bin Abdul Rahman Al Hussein,Saudi Arabia,787406566,35.041,ASIA,Start
Abdullah bin Faisal Al Saud,Saudi Arabia,787406617,35.041,ASIA,C
Abdullah bin Khalifa Al Thani,Qatar,787406663,2.839,ASIA,Start
Abdullah ibn Muhammad Al ash-Sheikh,Saudi Arabia,787406824,35.041,ASIA,C
Abdullahi Boos Ahmed,Somalia,787407196,15.892999999999999,AFRICA,Stub
Abdullahi Mohamed Ali,Somalia,787407273,15.892999999999999,AFRICA,Stub
Abdullahi Mohamed Noor,Somalia,787407281,15.892999999999999,AFRICA,Stub
Abdullahi Sheikh Ismail,Somalia,787407304,15.892999999999999,AFRICA,Stub
Abdullahi Shelleng,Nigeria,787407307,206.14,AFRICA,Start
Abdullahi Yussuf Alankay,Somalia,787407335,15.892999999999999,AFRICA,Stub
Abdullatif Al-Mahmood,Bahrain,787407414,1.465,ASIA,Stub
Abdulmumini M. Hassan,Nigeria,787407620,206.14,AFRICA,Stub
Abdulrahman bin Abdullah Al Barrak,Saudi Arabia,787407918,35.041,ASIA,Start
Abdur Razzaq (Taliban Interior Minister),Afghanistan,787408432,38.928000000000004,ASIA,Stub
Abdurrahman Shugaba Darman,Nigeria,787408840,206.14,AFRICA,Start
Abdón Saavedra,Bolivia,787409453,11.633,LATIN AMERICA AND THE CARIBBEAN,Stub
Abed Bwanika,Uganda,787410566,45.74100000000001,AFRICA,Start
Tiaki Omana,New Zealand,787411348,4.987,OCEANIA,C
Omar Dani,Indonesia,787411469,271.73900000000003,ASIA,Start
Nicolle Flint,Australia,787411731,25.754,OCEANIA,Start
Abel Nathaniel Bankole Stronge,Sierra Leone,787412159,7.977,AFRICA,Stub
Abel Prieto,Cuba,787412387,11.280999999999999,LATIN AMERICA AND THE CARIBBEAN,Stub
Ono no Imoko,Japan,787419412,125.96700000000001,ASIA,Start
Guido Vildoso,Bolivia,787423211,11.633,LATIN AMERICA AND THE CARIBBEAN,Start
Miriam Shaded,Poland,787423308,38.368,EUROPE,Start
David Salomons,United Kingdom,787426993,67.16,EUROPE,Start
Abike Dabiri,Nigeria,787427764,206.14,AFRICA,Start
Abish Kekilbayev,Kazakhstan,787430167,18.732,ASIA,C
Ablassé Ouedraogo,Burkina Faso,787431737,20.903000000000002,AFRICA,Start
"Julian Mond, 3rd Baron Melchett",United Kingdom,787432226,67.16,EUROPE,Start
Kiem Do,Vietnam,787432564,96.209,ASIA,Start
Abolfazl Fateh,Iran,787433603,84.15,ASIA,C
Jeanette Powell,Australia,787434422,25.754,OCEANIA,Start
Aboubacar Somparé,Guinea,787437425,12.56,AFRICA,C
Lorenzo Dellai,Italy,787437957,60.29600000000001,EUROPE,Start
Endrit Braimllari,Albania,787439788,2.838,EUROPE,Stub
K. Sayanthan,Sri Lanka,787441750,21.936999999999998,ASIA,Stub
José María de Oriol y Urquijo,Spain,787442193,47.635,EUROPE,FA
Abraham Gum Makuach,South Sudan,787442522,11.194,AFRICA,Stub
Charles Millon,France,787445020,64.94,EUROPE,Start
Abraham Makoi Bol,South Sudan,787445330,11.194,AFRICA,Stub
Zaki al-Ghul,Palestinian Territory,787447130,5.008,ASIA,Stub
Robert Arrigo,Malta,787447241,522.0,EUROPE,Start
Torie Osborn,Denmark,787450369,5.829,EUROPE,Start
Oslo I Accord,Palestinian Territory,787453135,5.008,ASIA,C
Abdurahman H. H. Osman 'Mallay',Somalia,787453368,15.892999999999999,AFRICA,Stub
Osmo Soininvaara,Finland,787453633,5.529,EUROPE,Start
Kabua the Great,Marshall Islands,787454161,57.0,OCEANIA,Stub
Diego Osorio de Escobar y Llamas,Spain,787454270,47.635,EUROPE,Start
Wilfrid Owen,New Zealand,787455707,4.987,OCEANIA,Start
Stanisława Paleolog,Poland,787456615,38.368,EUROPE,Stub
"Rodrigo Pacheco, 3rd Marquis of Cerralvo",Spain,787457042,47.635,EUROPE,Start
Edgar Michiels van Verduynen,Netherlands,787458490,17.467,EUROPE,Stub
Paul Manueli,Fiji,787458634,896.0,OCEANIA,Start
Otilio Alba Polo,Spain,787460169,47.635,EUROPE,Stub
Abu Al-Izz Al-Hariri,Egypt,787460680,100.803,AFRICA,Stub
Pascual de Andagoya,Panama,787462496,4.283,LATIN AMERICA AND THE CARIBBEAN,Start
Abu Chiaba,Kenya,787462539,53.528,AFRICA,Stub
Otto Ballerstedt,Germany,787462640,83.3,EUROPE,C
Otto Bickenbach,Germany,787462692,83.3,EUROPE,Stub
Bawk Ja,Myanmar,787467169,54.70399999999999,ASIA,Start
Mamane Oumarou,Niger,787467191,24.189,AFRICA,Stub
Pandatsang Rapga,China,787470483,1402.385,ASIA,C
Abubakar Atiku Bagudu,Nigeria,787471496,206.14,AFRICA,Start
Abubakar Habu Hashidu,Nigeria,787471669,206.14,AFRICA,Start
Abubakar Iro Danmusa,Nigeria,787471696,206.14,AFRICA,Stub
Abubakar Mahdi,Nigeria,787471718,206.14,AFRICA,Stub
Abukar Umar Adani,Somalia,787473637,15.892999999999999,AFRICA,Stub
Pak Kil-yon,"Korea, North",787475051,25.779,ASIA,Start
Ove Rode,Denmark,787475062,5.829,EUROPE,Start
Abureti Takaio,Kiribati,787476356,125.0,OCEANIA,Stub
Abuukar Abdi Osman,Somalia,787477918,15.892999999999999,AFRICA,Stub
Bengt Oxenstierna (governor),Sweden,787481225,10.377,EUROPE,Stub
Stanisław Pestka,Poland,787483243,38.368,EUROPE,Stub
Philippe Henriot,France,787485697,64.94,EUROPE,C
Moses Otieno Kajwang,Kenya,787488755,53.528,AFRICA,Start
Boris Pankin,Russia,787489083,146.733,EUROPE,Start
Peter Wong (Canadian politician),Canada,787490092,38.19,NORTHERN AMERICA,B
Jorge Eduardo Londoño,Colombia,787491209,49.443999999999996,LATIN AMERICA AND THE CARIBBEAN,Stub
Mervyn Taylor,Ireland,787494294,5.003,EUROPE,C
Denis Manturov,Russia,787496684,146.733,EUROPE,Start
Albert Patterson,United States,787496972,329.87800000000004,NORTHERN AMERICA,C
Pentarchy of 1933,Cuba,787497000,11.280999999999999,LATIN AMERICA AND THE CARIBBEAN,Start
Florencio Flores Aguilar,Panama,787498447,4.283,LATIN AMERICA AND THE CARIBBEAN,Stub
Pedro Nel Ospina Vázquez,Colombia,787500643,49.443999999999996,LATIN AMERICA AND THE CARIBBEAN,C
Intendant of Montevideo,Uruguay,787502864,3.531,LATIN AMERICA AND THE CARIBBEAN,Stub
János Petki,Hungary,787504508,9.767000000000001,EUROPE,Start
Juan Manuel de la Peña Bonifaz,Spain,787504595,47.635,EUROPE,Start
Macarena Gelman,Uruguay,787505775,3.531,LATIN AMERICA AND THE CARIBBEAN,Stub
H. Busso Peus,Germany,787506054,83.3,EUROPE,Stub
Giovanni Pellegrino,Italy,787506234,60.29600000000001,EUROPE,Start
Friedrich-Carl Peus,Germany,787506447,83.3,EUROPE,Stub
Franz Seraph von Pfistermeister,Germany,787506524,83.3,EUROPE,Start
Carl Petersen (Danish politician),Denmark,787507714,5.829,EUROPE,Stub
Ștefan Pirogan,Moldova,787510503,3.535,EUROPE,Stub
Ford Nation (book),Canada,787519192,38.19,NORTHERN AMERICA,Stub
Jean Baptiste Smits,Belgium,787525135,11.515,EUROPE,Start
Phankham Viphavan,Laos,787527317,7.242000000000001,ASIA,Stub
Phoumi Vongvichit,Laos,787528584,7.242000000000001,ASIA,Start
Jean Pierre-Bloch,France,787529786,64.94,EUROPE,Start
Pierre Pigneau de Behaine,Vietnam,787530339,96.209,ASIA,GA
Frédéric Petit (19th-century politician),France,787530960,64.94,EUROPE,Stub
Tawfik Abu Al-Huda,Jordan,787533920,10.679,ASIA,Start
Anastasios Polyzoidis,Greece,787534195,10.7,EUROPE,Start
Vladimir Posse,Russia,787535333,146.733,EUROPE,Start
Ōshima Yoshimasa,Japan,787535385,125.96700000000001,ASIA,Start
Abdul Latif Ansari,Pakistan,787539057,220.94,ASIA,Stub
Eduardo Lonardi,Argentina,787539539,45.376999999999995,LATIN AMERICA AND THE CARIBBEAN,Start
Probosutedjo,Indonesia,787540124,271.73900000000003,ASIA,Stub
Pedro de la Portilla,Mexico,787540270,127.792,LATIN AMERICA AND THE CARIBBEAN,Stub
Vilmos Hellebronth,Hungary,787542649,9.767000000000001,EUROPE,Start
Vasco da Gama Fernandes,Portugal,787542763,10.255,EUROPE,Start
Agha Shahbaz Khan Durrani,Pakistan,787545227,220.94,ASIA,Stub
Federico Pizzarotti,Italy,787545258,60.29600000000001,EUROPE,Start
Prem Bahadur Kansakar,Nepal,787545384,29.996,ASIA,C
H. B. Herath,Sri Lanka,787546502,21.936999999999998,ASIA,Start
Emil Appolus,Namibia,787547117,2.541,AFRICA,Start
Jaan Poska,Estonia,787548038,1.331,EUROPE,Start
Achille Casanova,Switzerland,787549498,8.634,EUROPE,Start
Janet Bostwick,Bahamas,787550021,393.0,LATIN AMERICA AND THE CARIBBEAN,Start
Oskar Potiorek,Bosnia-Herzegovina,787551512,3.281,EUROPE,C
Mary Previte,United States,787551762,329.87800000000004,NORTHERN AMERICA,Start
Boris Pozern,Russia,787553801,146.733,EUROPE,Start
Vladimir Rushailo,Russia,787555377,146.733,EUROPE,Start
Thomas Addis Emmet,Ireland,787556695,5.003,EUROPE,C
Hélène Franco,France,787564273,64.94,EUROPE,Stub
Robert Simms (politician),Australia,787567664,25.754,OCEANIA,Start
Dmitri Feodorovich Trepov,Russia,787569397,146.733,EUROPE,Start
Alphonse Poaty-Souchlaty,Congo,787571248,5.518,AFRICA,Start
Jean Pede,Belgium,787588283,11.515,EUROPE,Start
Acacio Mañé Ela,Equatorial Guinea,787593383,1.403,AFRICA,Start
"Ellen Cuffe, Countess of Desart",Ireland,787595513,5.003,EUROPE,B
Valgerd Svarstad Haugland,Norway,787596448,5.3870000000000005,EUROPE,Start
Ablahad Afraim Sawa,Iraq,787598614,39.725,ASIA,Stub
Bronislovas Lubys,Lithuania,787599000,2.7939999999999996,EUROPE,Stub
Edward Clark (Australian politician),Australia,787606404,25.754,OCEANIA,Stub
Chung-Ming Wang,Taiwan,787609673,23.61,ASIA,Start
Øystein Mæland,Norway,787618208,5.3870000000000005,EUROPE,C
Luis Alberto Arce Catacora,Bolivia,787618486,11.633,LATIN AMERICA AND THE CARIBBEAN,Start
Meutya Hafid,Indonesia,787619667,271.73900000000003,ASIA,C
Magnolia Antonino,Philippines,787620021,109.581,ASIA,Start
Adam Shareef,Maldives,787620728,541.0,ASIA,Stub
Ninu Zammit,Malta,787623984,522.0,EUROPE,Start
Python of Byzantium,Greece,787625673,10.7,EUROPE,Stub
Adama Samassékou,Mali,787627400,20.250999999999998,AFRICA,Start
Adamantios Vassilakis,Greece,787627837,10.7,EUROPE,Start
Adamou Ndam Njoya,Cameroon,787629088,26.598000000000003,AFRICA,C
Salim Bey Karam,Lebanon,787630675,6.825,ASIA,Start
Michael Häupl,Austria,787636111,8.914,EUROPE,Start
Adawari Pepple,Nigeria,787640191,206.14,AFRICA,Stub
Petar Nikolajević Moler,Serbia,787641822,6.957000000000001,EUROPE,Start
Mikhail Barsukov,Russia,787642191,146.733,EUROPE,C
Guia Gomez,Philippines,787645899,109.581,ASIA,C
Adebayo Adedeji,Nigeria,787649558,206.14,AFRICA,Start
Adebayo Salami,Nigeria,787649673,206.14,AFRICA,Stub
Adefemi Kila,Nigeria,787650223,206.14,AFRICA,Start
Racho Petrov,Bulgaria,787652201,6.9270000000000005,EUROPE,Start
Guðmundur Árni Stefánsson,Iceland,787652767,368.0,EUROPE,Stub
Lingeer Fatim Beye,Senegal,787653262,16.744,AFRICA,GA
Antonio Palocci,Brazil,787654771,211.812,LATIN AMERICA AND THE CARIBBEAN,C
Sadok Ghileb,Tunisia,787657953,11.895999999999999,AFRICA,Stub
El Waer Hakim,Libya,787658532,6.891,AFRICA,Start
Adeleke Mamora,Nigeria,787659664,206.14,AFRICA,Start
Abdulwahed Mohamed Fara,Yemen,787659788,29.826,ASIA,Stub
Ilmo Paananen,Finland,787660421,5.529,EUROPE,Stub
Rafael Franco,Paraguay,787663199,7.255,LATIN AMERICA AND THE CARIBBEAN,C
Adem Huskić,Bosnia-Herzegovina,787663561,3.281,EUROPE,Stub
Aden Saran-Sor,Somalia,787664890,15.892999999999999,AFRICA,Stub
Aden Sugow,Kenya,787664907,53.528,AFRICA,Stub
Emile Rahme,Lebanon,787666226,6.825,ASIA,Start
Jean-Bernard Raimond,France,787668821,64.94,EUROPE,Start
Friedrich Rainer,Austria,787670272,8.914,EUROPE,Start
Mihai Ralea,Romania,787674347,19.241,EUROPE,FA
Zangley Dukpa,Bhutan,787675042,0.73,ASIA,Stub
Ralph McLean (politician),Australia,787675702,25.754,OCEANIA,Stub
Tabaré Hackenbruch,Uruguay,787675748,3.531,LATIN AMERICA AND THE CARIBBEAN,Stub
Ramón Meza y Suárez Inclán,Cuba,787679602,11.280999999999999,LATIN AMERICA AND THE CARIBBEAN,Start
Gerty Archimede,Guadeloupe,787680195,375.0,LATIN AMERICA AND THE CARIBBEAN,Stub
Nekkhomang Neihsial,India,787683163,1400.1,ASIA,Stub
George Ranetti,Romania,787687294,19.241,EUROPE,FA
Adjie Massaid,Indonesia,787688628,271.73900000000003,ASIA,Start
Adly Yaish,Palestinian Territory,787691185,5.008,ASIA,Stub
Nixon Mangape,Papua New Guinea,787692172,8.95,OCEANIA,C
Jan Kees de Jager,Netherlands,787692621,17.467,EUROPE,Start
Murong Hui,China,787692814,1402.385,ASIA,Start
Rasuna Said,Indonesia,787693787,271.73900000000003,ASIA,Start
Raúl López del Castillo,Cuba,787696415,11.280999999999999,LATIN AMERICA AND THE CARIBBEAN,Stub
Khet Aung,Myanmar,787705682,54.70399999999999,ASIA,Stub
Chumpol Silpa-archa,Thailand,787706081,66.53399999999999,ASIA,Start
Navaandorjiin Jadambaa,Mongolia,787707326,3.361,ASIA,Stub
André Rebouças,Brazil,787707621,211.812,LATIN AMERICA AND THE CARIBBEAN,Start
Adoga Onah,Nigeria,787707786,206.14,AFRICA,Stub
Wilson Sabiya,Nigeria,787708023,206.14,AFRICA,Stub
Heribert Rech,Germany,787708048,83.3,EUROPE,Stub
Jack Gaster,United Kingdom,787712877,67.16,EUROPE,Start
Adolfo Mendoza,Bolivia,787713360,11.633,LATIN AMERICA AND THE CARIBBEAN,Stub
Adolfo Rodríguez Saá,Argentina,787713809,45.376999999999995,LATIN AMERICA AND THE CARIBBEAN,GA
Adolphe Vuitry,France,787716198,64.94,EUROPE,GA
Adoum Younousmi,Chad,787719236,16.877,AFRICA,Start
Ralph Regenvanu,Vanuatu,787719834,321.0,OCEANIA,B
Adriaan van der Hoop,Netherlands,787721150,17.467,EUROPE,Start
Stanisław Rehman,Poland,787722279,38.368,EUROPE,Stub
Hsiao Bi-khim,Taiwan,787725015,23.61,ASIA,C
Gabriel González Videla,Chile,787725622,19.47,LATIN AMERICA AND THE CARIBBEAN,C
Lewis Cohen (mayor),United Kingdom,787725856,67.16,EUROPE,Start
Adrian Năstase,Romania,787726537,19.241,EUROPE,C
Adriana González Carrillo,Mexico,787729842,127.792,LATIN AMERICA AND THE CARIBBEAN,Stub
Edcel Lagman,Philippines,787729910,109.581,ASIA,Start
Adriana López Moreno,Mexico,787730130,127.792,LATIN AMERICA AND THE CARIBBEAN,Stub
Adriana Terrazas Porras,Mexico,787730487,127.792,LATIN AMERICA AND THE CARIBBEAN,Start
Su fei-erh,China,787731202,1402.385,ASIA,Start
Adriano Tilgher (politician),Italy,787732228,60.29600000000001,EUROPE,Start
Reneta Indzhova,Bulgaria,787734633,6.9270000000000005,EUROPE,Start
Renny Ottolina,Venezuela,787735292,28.645,LATIN AMERICA AND THE CARIBBEAN,Start
François Tombalbaye,Chad,787738541,16.877,AFRICA,C
Luis de Requesens y Relat,Spain,787738679,47.635,EUROPE,Start
"Alma Birk, Baroness Birk",United Kingdom,787739371,67.16,EUROPE,Start
Józef Retinger,Poland,787743977,38.368,EUROPE,Start
Pierce McCan,Ireland,787749766,5.003,EUROPE,C
Bonnah Kaluwa,Tanzania,787750001,59.733999999999995,AFRICA,Start
Hossein Mousavi Tabrizi,Iran,787750556,84.15,ASIA,Stub
Jonathan Nii Tackie Kommey,Ghana,787750781,31.073,AFRICA,C
Luis Cordero Crespo,Ecuador,787750791,17.511,LATIN AMERICA AND THE CARIBBEAN,Start
José Joaquín de Olmedo,Ecuador,787752017,17.511,LATIN AMERICA AND THE CARIBBEAN,C
Charles Yeater,Philippines,787753393,109.581,ASIA,Stub
Hendrik Van der Noot,Belgium,787754707,11.515,EUROPE,C
Hans Engell,Denmark,787755638,5.829,EUROPE,Stub
Arturo O'Neill,Spain,787759274,47.635,EUROPE,B
Halima Abdallah Bulembo,Tanzania,787761659,59.733999999999995,AFRICA,Stub
Oleksandr Tkachenko (politician),Ukraine,787763976,41.778,EUROPE,Start
Mohammad Anwar Khan Durrani,Pakistan,787768492,220.94,ASIA,Start
Mary Richardson,United Kingdom,787769187,67.16,EUROPE,C
Vladimir Yakunin,Russia,787774478,146.733,EUROPE,C
V. Venkatasubha Reddiar,India,787775041,1400.1,ASIA,Start
Hamid Bin Ahmad Al-Rifaie,Saudi Arabia,787775750,35.041,ASIA,C
Hilja Riipinen,Finland,787777821,5.529,EUROPE,C
Ali Fathollahzadeh,Iran,787781437,84.15,ASIA,Start
Damir Polančec,Croatia,787781591,4.02,EUROPE,Stub
Mykola Livytskyi,Ukraine,787782634,41.778,EUROPE,Stub
Stanisław Tyszka,Poland,787786097,38.368,EUROPE,Start
Heikki Ritavuori,Finland,787786371,5.529,EUROPE,B
Mohammed Yahya,Pakistan,787787367,220.94,ASIA,Start
Efunroye Tinubu,Nigeria,787788195,206.14,AFRICA,C
Eustace Budgell,United Kingdom,787792409,67.16,EUROPE,Start
Dimitar Rizov,Bulgaria,787792783,6.9270000000000005,EUROPE,C
Afikaano Monday,South Sudan,787794669,11.194,AFRICA,Stub
Afke Schaart,Netherlands,787795231,17.467,EUROPE,Stub
Jim Wilkinson (Australian politician),Australia,787795627,25.754,OCEANIA,Start
Afrasheem Ali,Maldives,787797241,541.0,ASIA,Stub
Michèle Pierre-Louis,Haiti,787800304,11.402999999999999,LATIN AMERICA AND THE CARIBBEAN,C
Samuel MacCurdy Greer,Ireland,787801332,5.003,EUROPE,Start
Laura Chinchilla,Costa Rica,787802906,5.111000000000001,LATIN AMERICA AND THE CARIBBEAN,C
Monique Ohsan Bellepeau,Mauritius,787808495,1.265,AFRICA,Start
Tatiana Turanskaya,Moldova,787810976,3.535,EUROPE,Start
Mohammed Ameur,Morocco,787811474,35.952,AFRICA,Stub
Princess Lalla Joumala Alaoui,Morocco,787811809,35.952,AFRICA,Start
Catherine Samba-Panza,Central African Republic,787811895,4.83,AFRICA,C
Saara Kuugongelwa,Namibia,787813373,2.541,AFRICA,Start
Assunta Meloni,San Marino,787814669,34.0,EUROPE,Stub
Maria Luisa Berti,San Marino,787814695,34.0,EUROPE,Stub
Denise Bronzetti,San Marino,787814733,34.0,EUROPE,Stub
Antonella Mularoni,San Marino,787814752,34.0,EUROPE,Stub
Maya Parnas,Moldova,787814873,3.535,EUROPE,Stub
Hilda Heine,Marshall Islands,787815985,57.0,OCEANIA,C
Ludwig von Rochau,Germany,787817127,83.3,EUROPE,Start
Mian Khurshid Anwar,Pakistan,787818308,220.94,ASIA,Start
Roberto Gurgel,Brazil,787823857,211.812,LATIN AMERICA AND THE CARIBBEAN,Stub
Rodica Stănoiu,Romania,787824324,19.241,EUROPE,C
Albert Rohan,Austria,787831665,8.914,EUROPE,Start
Alexei Yepishev,Russia,787832203,146.733,EUROPE,C
Rokujō family,Japan,787833549,125.96700000000001,ASIA,Stub
Jessica Upshaw,United States,787834595,329.87800000000004,NORTHERN AMERICA,Stub
Stephan Roll,Romania,787835012,19.241,EUROPE,B
Roman Romkowski,Poland,787841026,38.368,EUROPE,C
John Fenton-Cawthorne,United Kingdom,787841483,67.16,EUROPE,Start
Oldrado da Tresseno,Italy,787845515,60.29600000000001,EUROPE,Start
Kelly Chal,New Zealand,787847126,4.987,OCEANIA,Stub
Khan Abdul Bahram Khan,Pakistan,787847359,220.94,ASIA,Stub
Alberto Ronchey,Italy,787849340,60.29600000000001,EUROPE,Start
Lucio Gutiérrez,Ecuador,787852585,17.511,LATIN AMERICA AND THE CARIBBEAN,C
Rosa Luz Alegría,Mexico,787853423,127.792,LATIN AMERICA AND THE CARIBBEAN,Stub
Rosângela Matheus,Brazil,787854038,211.812,LATIN AMERICA AND THE CARIBBEAN,C
Naison Ndlovu,Zimbabwe,787854175,14.863,AFRICA,Stub
Enos Mdlongwa,Zimbabwe,787854640,14.863,AFRICA,Stub
Rose Francine Rogombé,Gabon,787854865,2.231,AFRICA,C
Manuel de Amaya,Spain,787856785,47.635,EUROPE,Stub
"Richard Bourke, 6th Earl of Mayo",United Kingdom,787857338,67.16,EUROPE,C
Aggrey Awori,Uganda,787858057,45.74100000000001,AFRICA,C
Aggrey Bagiire,Uganda,787858062,45.74100000000001,AFRICA,Stub
Agha Aminov,Azerbaijan,787858230,10.107999999999999,ASIA,Start
Hassan Saab,Lebanon,787858443,6.825,ASIA,Stub
Gerhard Roßbach,Germany,787862118,83.3,EUROPE,Start
John Dow (Australian politician),Australia,787864171,25.754,OCEANIA,Stub
John P. Slough,United States,787864260,329.87800000000004,NORTHERN AMERICA,C
Pierre Messmer,France,787866726,64.94,EUROPE,B
Édith Cresson,France,787866769,64.94,EUROPE,C
Ferdinand de Rothschild,United Kingdom,787867153,67.16,EUROPE,C
Agnes Akiror,Uganda,787870163,45.74100000000001,AFRICA,Start
Agnes Devanadera,Philippines,787870944,109.581,ASIA,C
Carlo Filangieri,Italy,787875617,60.29600000000001,EUROPE,Start
Corina Șuteu,Romania,787876802,19.241,EUROPE,Start
Abdullah bin Mohammed bin Saud Al Thani,Qatar,787877498,2.839,ASIA,Stub
Mingrui,China,787878500,1402.385,ASIA,Stub
Hong Ngai (politician),Myanmar,787881022,54.70399999999999,ASIA,Stub
Salai Lian Luai,Myanmar,787881058,54.70399999999999,ASIA,Stub
Jane Garrett,Australia,787882995,25.754,OCEANIA,Start
Calvin Ruck,Canada,787883154,38.19,NORTHERN AMERICA,Start
Olga Rudel-Zeynek,Austria,787883775,8.914,EUROPE,Stub
Rudolf Brinkmann (Secretary of State),Germany,787884459,83.3,EUROPE,Start
Rudolf Herrnstadt,Germany,787884613,83.3,EUROPE,Start
Abhiman Singh Basnet,Nepal,787885133,29.996,ASIA,Start
Rui Barbosa,Brazil,787889098,211.812,LATIN AMERICA AND THE CARIBBEAN,C
Bernhardt Esau,Namibia,787890930,2.541,AFRICA,Start
Aguinaldo Jaime,Angola,787894734,32.522,AFRICA,Stub
Michel Domingue,Haiti,787895748,11.402999999999999,LATIN AMERICA AND THE CARIBBEAN,Start
Ruth Perry,Liberia,787898777,5.058,AFRICA,Start
Michael Urtecho,Peru,787899620,32.824,LATIN AMERICA AND THE CARIBBEAN,Start
Javier Diez Canseco,Peru,787899815,32.824,LATIN AMERICA AND THE CARIBBEAN,C
Luis Galarreta,Peru,787900319,32.824,LATIN AMERICA AND THE CARIBBEAN,Start
Ahmad Ahmadi (philosopher),Iran,787904162,84.15,ASIA,Stub
Ahmad Al Tayer,United Arab Emirates,787904646,9.777999999999999,ASIA,Stub
Ahmad Awad bin Mubarak,Yemen,787905231,29.826,ASIA,Start
Ahmad Bourghani,Iran,787905483,84.15,ASIA,Start
Martin Saarikangas,Finland,787906253,5.529,EUROPE,Stub
Ahmad Khalaf al-Dulaimi,Iraq,787906888,39.725,ASIA,Start
Ahmad Muhammad Saeed al-Atrushi,Iraq,787907461,39.725,ASIA,Stub
Ahmad Sadegh-Bonab,Iran,787907878,84.15,ASIA,Stub
Ahmadey Sheikh Mukhtar,Somalia,787909522,15.892999999999999,AFRICA,Stub
Ahmat Hassaballah Soubiane,Chad,787910771,16.877,AFRICA,Stub
Ahmed Abdallah Wayel,Somalia,787910936,15.892999999999999,AFRICA,Stub
Sadeq Ganji,Iran,787910984,84.15,ASIA,Stub
Ahmed Abdullah al-Jubouri,Iraq,787911127,39.725,ASIA,Start
Saïd Sadi,Algeria,787911144,44.357,AFRICA,Start
Ahmed Akhchichine,Morocco,787911797,35.952,AFRICA,Stub
Nasim al-Safarjalani,Syria,787912133,19.398,ASIA,Start
Ahmed Ali Salaad,Somalia,787912244,15.892999999999999,AFRICA,Stub
Ahmed Boulaleh Barreh,Djibouti,787912872,988.0,AFRICA,C
Ahmed El-Leithy,Egypt,787913632,100.803,AFRICA,Stub
Abdul Rahman Pazhwak,Afghanistan,787914131,38.928000000000004,ASIA,Start
Abdul Samad Khaksar,Afghanistan,787914141,38.928000000000004,ASIA,Start
Abdullah al-Saidi,Yemen,787914184,29.826,ASIA,Stub
Abdussalam Sergiwa,Libya,787914218,6.891,AFRICA,Stub
Ahmed Hassan Barata,Nigeria,787914691,206.14,AFRICA,Start
